method,episode,seed,obstacle_speed,lateral_offset,intervention_time,scheduled_update_time,gamma_initial,gamma_final,gamma_updates_applied,success,reached_goal,collision,steps,minimum_true_clearance,final_goal_distance,mean_solve_time,max_solve_time
distance_baseline,0,1000,0.14618896487121016,0.058235453738403546,0.38463455365443566,,0.15,0.15,0,False,False,True,17,-0.014463769840212332,0.05995308791733458,0.005391550839275998,0.006375015014782548
distance_baseline,1,1001,0.10941909691007462,-0.05847604506036417,0.07637682190378517,,0.15,0.15,0,False,False,True,17,-0.0008692686780153447,0.05995308733650152,0.0053328354842960835,0.005797573016025126
distance_baseline,2,1002,0.17713450541584053,-0.05980667280558888,0.16617534789448687,,0.15,0.15,0,False,False,True,15,-0.0021921094087219983,0.08856068100699409,0.005292621542078753,0.005686908029019833
distance_baseline,3,1003,0.09815707473076526,-0.061369089630931226,0.16212431182771425,,0.15,0.15,0,False,False,True,18,-0.004240470116179618,0.05047236705530618,0.005520998791325837,0.008886357070878148
distance_baseline,4,1004,0.03092813763982462,0.06354912977551576,0.05887715771750588,,0.15,0.15,0,True,True,False,18,0.04363840740340555,0.04606604857261169,0.005411611928138882,0.0065160340163856745
distance_baseline,5,1005,0.05197697688281719,-0.057151818847025325,0.2522203223123571,,0.15,0.15,0,True,True,False,18,0.019729611083904697,0.04614283160980018,0.005469785052506874,0.007974925101734698
distance_baseline,6,1006,0.18965137424168002,-0.05866622280642538,0.12648386076344767,,0.15,0.15,0,False,False,True,15,-0.00952602552225168,0.0885606811601144,0.005310665078771611,0.005782088031992316
distance_baseline,7,1007,0.18466245928903605,0.06437693385571452,0.002327466595092753,,0.15,0.15,0,False,False,True,16,-0.014998115067077503,0.07415365800530259,0.005404706935223658,0.005806484958156943
distance_baseline,8,1008,0.05657704458764095,-0.05718523134266773,0.012657935300639835,,0.15,0.15,0,True,True,False,18,0.020671223221489732,0.04955948361386973,0.005541700552890284,0.008259512949734926
distance_baseline,9,1009,0.11143095972531994,0.058152655333137196,0.24221103366106267,,0.15,0.15,0,False,False,True,18,-0.0055150890228637395,0.05023731299089477,0.005537462938163016,0.008578927023336291
distance_baseline,10,1010,0.07665027492080383,-0.05710981902741519,0.05639984181638069,,0.15,0.15,0,True,True,False,18,0.005700889598050124,0.04837000825473508,0.005477643345430907,0.00793025700841099
distance_baseline,11,1011,0.09205856149231134,0.06428101417859333,0.10673507195839016,,0.15,0.15,0,True,True,False,18,0.006751852274898634,0.04759311163769219,0.005466737564549678,0.007989245001226664
distance_baseline,12,1012,0.027584591448016862,0.060250284298717816,0.3664792804458743,,0.15,0.15,0,True,True,False,18,0.04450682584821841,0.04606604899625473,0.005529731615549988,0.007979910937137902
distance_baseline,13,1013,0.19243206176407707,0.06036141471573632,0.24574900474651012,,0.15,0.15,0,False,False,True,15,-0.003472759412590065,0.08856068131323475,0.005331713085373242,0.005820433027110994
distance_baseline,14,1014,0.07035943714691784,0.05882464953995391,0.37703371990884654,,0.15,0.15,0,True,True,False,18,0.0173837721094251,0.04740307415703092,0.005543435568041686,0.00805514003150165
distance_baseline,15,1015,0.1397086628375413,0.06384301398056613,0.031068787200371564,,0.15,0.15,0,False,False,True,17,-0.007652563267163709,0.05995308791733458,0.005423698122339214,0.005872471956536174
distance_baseline,16,1016,0.09773595581015712,0.06077273597954158,0.2806480580727099,,0.15,0.15,0,True,True,False,18,0.002524871037789589,0.048602881857592706,0.005474998331111338,0.008122998988255858
distance_baseline,17,1017,0.03892354013511227,-0.062055477297604494,0.1988316546912403,,0.15,0.15,0,True,True,False,18,0.030086136545738634,0.046066047301683,0.0059200361784961485,0.0076123790349811316
distance_baseline,18,1018,0.18911442331775,-0.05599176057684862,0.1271518323182433,,0.15,0.15,0,False,False,True,15,-0.010300881721501634,0.0885606811601144,0.005302964383736253,0.0058076230343431234
distance_baseline,19,1019,0.17491015995019238,-0.057825030733392194,0.32222873369516386,,0.15,0.15,0,False,False,True,15,-0.0017294209437108965,0.08856068100699409,0.005291053668285409,0.006005053990520537
distance_baseline,20,1020,0.10901714123784645,-0.05707830955405029,0.16429173317104306,,0.15,0.15,0,False,False,True,17,-0.001119567106354663,0.05995308733650152,0.005367097225697602,0.005731213022954762
distance_baseline,21,1021,0.13702782728141857,-0.06416126367545454,0.32460499512332774,,0.15,0.15,0,False,False,True,17,-0.015633815727260983,0.05995308733650152,0.005349389462293509,0.006114976014941931
distance_baseline,22,1022,0.15681933278649665,0.05570201083158047,0.3717006476036237,,0.15,0.15,0,False,False,True,16,-0.004861077374587436,0.07415365800530259,0.005333277935278602,0.005717084044590592
distance_baseline,23,1023,0.08580038441433241,0.061687366221408475,0.003184399705899388,,0.15,0.15,0,True,True,False,18,0.011047661367267397,0.04934364033411531,0.005453279170776821,0.00803193892352283
distance_baseline,24,1024,0.16707028140465138,-0.06347479043142015,0.04500970420513624,,0.15,0.15,0,False,False,True,16,-0.014814826832310113,0.07415365758921248,0.00540910629206337,0.005833321949467063
distance_baseline,25,1025,0.13402199211673704,0.061542799212580566,0.2690480182108038,,0.15,0.15,0,False,False,True,17,-0.005745070472488456,0.05995308762691803,0.005410239942755331,0.00599632493685931
distance_baseline,26,1026,0.14165865848996934,0.06446691270319632,0.03563962205053652,,0.15,0.15,0,False,False,True,17,-0.008372652445914508,0.05995308791733458,0.0053347365807413175,0.005847869906574488
distance_baseline,27,1027,0.09358598529652795,0.06065057198633718,0.16770310944255798,,0.15,0.15,0,True,True,False,18,0.00508319845431493,0.04872853333675285,0.00549099431373179,0.007910880958661437
distance_baseline,28,1028,0.1653878629939929,0.06040890206498463,0.2310320912485706,,0.15,0.15,0,False,False,True,16,-0.0071412836056914675,0.07415365800530259,0.0053123356847208925,0.0059219771064817905
distance_baseline,29,1029,0.13237189892057083,0.060921989051700376,0.01742617045739179,,0.15,0.15,0,False,False,True,17,-0.005142400352491361,0.05995308762691803,0.005366332424968919,0.005739885033108294
distance_baseline,30,1030,0.15686923205410355,-0.05717467170367378,0.03463019159982106,,0.15,0.15,0,False,False,True,16,-0.011609011544911799,0.07415365758921248,0.00538483773561893,0.005792716983705759
distance_baseline,31,1031,0.052116552621040285,-0.05593355485387688,0.2541009954176248,,0.15,0.15,0,True,True,False,18,0.019887520387008195,0.04665826876298949,0.005531682613460968,0.008073764038272202
distance_baseline,32,1032,0.19959088810175285,0.05525547205389756,0.11768139870719772,,0.15,0.15,0,False,False,True,15,-0.009763471920669259,0.08856068131323475,0.005305291463931401,0.005782381049357355
distance_baseline,33,1033,0.15702061672493686,0.059991783347848104,0.3654972632662202,,0.15,0.15,0,False,False,True,16,-0.002809532246696389,0.07415365800530259,0.005387766941566952,0.006231327075511217
distance_baseline,34,1034,0.06801429577335594,0.0578221538713719,0.2160337661057896,,0.15,0.15,0,True,True,False,18,0.017748703772481667,0.04673314139240856,0.005551083990010536,0.007960994029417634
distance_baseline,35,1035,0.08105413813536874,-0.06214419538780972,0.022009609921130525,,0.15,0.15,0,True,True,False,18,0.005718400017080488,0.04935877124079612,0.005526337274608927,0.008042813977226615
distance_baseline,36,1036,0.1827198703487873,-0.05930591006945532,0.22647558247014216,,0.15,0.15,0,False,False,True,15,-0.005465168148598348,0.08856068100699409,0.005351639670940737,0.005939259077422321
distance_baseline,37,1037,0.18960877277072552,-0.05685842219017744,0.35917006575158505,,0.15,0.15,0,False,False,True,15,-0.010232025617162466,0.0885606811601144,0.005352740540790061,0.005857468931935728
distance_baseline,38,1038,0.17820142867618533,0.056483572225042224,0.08696695769790344,,0.15,0.15,0,False,False,True,16,-0.016161478932943243,0.07415365800530259,0.005366421552025713,0.005844437051564455
distance_baseline,39,1039,0.11325938158484239,0.05810662851235332,0.10409871643163973,,0.15,0.15,0,False,False,True,21,-0.0024921186032961506,0.06174239599282013,0.006867089048249736,0.02798398700542748
distance_baseline,40,1040,0.11966868073887965,-0.0644859288591505,0.1854938575206244,,0.15,0.15,0,False,False,True,17,-0.004897923617903838,0.05995308704608508,0.0057735428392120145,0.008635056088678539
distance_baseline,41,1041,0.06525380345930688,-0.05992530559500945,0.13118554575133548,,0.15,0.15,0,True,True,False,18,0.012881269556972108,0.04719025183729784,0.00550408365799942,0.007982745068147779
distance_baseline,42,1042,0.14240035690575023,-0.05969543993254623,0.33476231350134533,,0.15,0.15,0,False,False,True,16,-0.0021014426147348275,0.07415365758921248,0.0054691773184458725,0.006208410020917654
distance_baseline,43,1043,0.049626678892805795,0.06344314244393193,0.3824232565312316,,0.15,0.15,0,True,True,False,18,0.03145541725156381,0.04608896490736946,0.005559955956414342,0.009009256958961487
distance_baseline,44,1044,0.1001277116665035,-0.06357183263041936,0.35296666847244723,,0.15,0.15,0,False,False,True,18,-0.00468853417102566,0.05030280775824721,0.005640701125634627,0.009274569107219577
distance_baseline,45,1045,0.13763169152921337,0.06167430890214799,0.28450313495179486,,0.15,0.15,0,False,False,True,17,-0.007716991808874946,0.05995308791733458,0.005947939079145298,0.008434582967311144
distance_baseline,46,1046,0.10231491400844736,-0.0592182987451009,0.07668464252470063,,0.15,0.15,0,False,False,True,18,-0.0067412547655804345,0.05125426137498247,0.005718365764348871,0.010995193966664374
distance_baseline,47,1047,0.046116144317964874,0.064569308895666,0.27574732144099434,,0.15,0.15,0,True,True,False,18,0.0341973226555769,0.04606604857261169,0.005464619051458107,0.00698308099526912
distance_baseline,48,1048,0.187255216818806,-0.05641847921277784,0.06808382164144389,,0.15,0.15,0,False,False,True,15,-0.009107319786629903,0.0885606811601144,0.005492702669774492,0.006553314975462854
distance_baseline,49,1049,0.1722035285044964,0.06224512228167104,0.09348534298851391,,0.15,0.15,0,False,False,True,16,-0.009773183403231522,0.07415365800530259,0.005337744179996662,0.005768548930063844
fixed_gamma_015,0,1000,0.14618896487121016,0.058235453738403546,0.38463455365443566,,0.15,0.15,0,False,False,True,17,-0.01446375750236567,0.05995310263379006,0.00562395722440937,0.006431677029468119
fixed_gamma_015,1,1001,0.10941909691007462,-0.05847604506036417,0.07637682190378517,,0.15,0.15,0,False,False,True,17,-0.0008692541306586643,0.05995310176254078,0.005608362536055639,0.006127309054136276
fixed_gamma_015,2,1002,0.17713450541584053,-0.05980667280558888,0.16617534789448687,,0.15,0.15,0,False,False,True,15,-0.002192095722884674,0.08856069585704356,0.005544880350741247,0.006186608108691871
fixed_gamma_015,3,1003,0.09815707473076526,-0.061369089630931226,0.16212431182771425,,0.15,0.15,0,False,False,True,20,-0.0036924610696251747,0.053379733989775274,0.006305899599101395,0.013732493040151894
fixed_gamma_015,4,1004,0.03092813763982462,0.06354912977551576,0.05887715771750588,,0.15,0.15,0,True,True,False,18,0.04363840817527226,0.04606604899625473,0.005610371836357647,0.006615090067498386
fixed_gamma_015,5,1005,0.05197697688281719,-0.057151818847025325,0.2522203223123571,,0.15,0.15,0,True,True,False,18,0.020735015048028688,0.046952047543939904,0.005731130781997409,0.00805377692449838
fixed_gamma_015,6,1006,0.18965137424168002,-0.05866622280642538,0.12648386076344767,,0.15,0.15,0,False,False,True,15,-0.00952601116555682,0.08856069585704356,0.00557482639948527,0.006590052042156458
fixed_gamma_015,7,1007,0.18466245928903605,0.06437693385571452,0.002327466595092753,,0.15,0.15,0,False,False,True,16,-0.014998115067077503,0.07415365800530259,0.005623898789053783,0.006362256943248212
fixed_gamma_015,8,1008,0.05657704458764095,-0.05718523134266773,0.012657935300639835,,0.15,0.15,0,True,True,False,23,0.012891655732344937,0.04580410457066638,0.006607708440202734,0.016119500971399248
fixed_gamma_015,9,1009,0.11143095972531994,0.058152655333137196,0.24221103366106267,,0.15,0.15,0,False,False,True,20,-0.00687523505662993,0.05351691824103753,0.00625152284046635,0.013665884034708142
fixed_gamma_015,10,1010,0.07665027492080383,-0.05710981902741519,0.05639984181638069,,0.15,0.15,0,True,True,False,18,0.005363957909993972,0.048051270146107036,0.00575747750311469,0.008807481033727527
fixed_gamma_015,11,1011,0.09205856149231134,0.06428101417859333,0.10673507195839016,,0.15,0.15,0,True,True,False,18,0.0067437986502921765,0.047549410106764424,0.005706382980052795,0.008495596004649997
fixed_gamma_015,12,1012,0.027584591448016862,0.060250284298717816,0.3664792804458743,,0.15,0.15,0,True,True,False,18,0.0453379715279294,0.04689373214890161,0.0056872332869615,0.007597621995955706
fixed_gamma_015,13,1013,0.19243206176407707,0.06036141471573632,0.24574900474651012,,0.15,0.15,0,False,False,True,15,-0.003472745675445532,0.08856069631640454,0.0055496979349603254,0.006354007986374199
fixed_gamma_015,14,1014,0.07035943714691784,0.05882464953995391,0.37703371990884654,,0.15,0.15,0,True,True,False,18,0.01753623059007811,0.047531297974464495,0.005737460806914087,0.008086484973318875
fixed_gamma_015,15,1015,0.1397086628375413,0.06384301398056613,0.031068787200371564,,0.15,0.15,0,False,False,True,17,-0.0076525510735844515,0.05995310263379006,0.005624262122985195,0.006427909946069121
fixed_gamma_015,16,1016,0.09773595581015712,0.06077273597954158,0.2806480580727099,,0.15,0.15,0,True,True,False,18,0.002107836978287453,0.04816172339139488,0.0057617773871041006,0.009593819035217166
fixed_gamma_015,17,1017,0.03892354013511227,-0.062055477297604494,0.1988316546912403,,0.15,0.15,0,True,True,False,18,0.0307087692066301,0.046572697832992505,0.005793476839446359,0.00820182601455599
fixed_gamma_015,18,1018,0.18911442331775,-0.05599176057684862,0.1271518323182433,,0.15,0.15,0,False,False,True,15,-0.010300867277047418,0.08856069585704356,0.005494475791541238,0.005906353006139398
fixed_gamma_015,19,1019,0.17491015995019238,-0.057825030733392194,0.32222873369516386,,0.15,0.15,0,False,False,True,15,-0.0017294071561638202,0.08856069585704356,0.005474798652964334,0.006099427002482116
fixed_gamma_015,20,1020,0.10901714123784645,-0.05707830955405029,0.16429173317104306,,0.15,0.15,0,False,False,True,17,-0.0011195525208249069,0.05995310176254078,0.005576018593274057,0.006222020019777119
fixed_gamma_015,21,1021,0.13702782728141857,-0.06416126367545454,0.32460499512332774,,0.15,0.15,0,False,False,True,17,-0.015633801635466932,0.05995310176254078,0.005569608115098055,0.006269967067055404
fixed_gamma_015,22,1022,0.15681933278649665,0.05570201083158047,0.3717006476036237,,0.15,0.15,0,False,False,True,16,-0.004861077374587436,0.07415365800530259,0.005560314370086417,0.006185136968269944
fixed_gamma_015,23,1023,0.08580038441433241,0.061687366221408475,0.003184399705899388,,0.15,0.15,0,True,True,False,21,0.0028049401769888183,0.04676288094629243,0.00632124596519307,0.013409147039055824
fixed_gamma_015,24,1024,0.16707028140465138,-0.06347479043142015,0.04500970420513624,,0.15,0.15,0,False,False,True,16,-0.014814825976932441,0.0741536573811675,0.005576005496550351,0.006328416056931019
fixed_gamma_015,25,1025,0.13402199211673704,0.061542799212580566,0.2690480182108038,,0.15,0.15,0,False,False,True,17,-0.005745069450912216,0.05995308791733458,0.005640424952349242,0.006283258902840316
fixed_gamma_015,26,1026,0.14165865848996934,0.06446691270319632,0.03563962205053652,,0.15,0.15,0,False,False,True,17,-0.008372640339033982,0.05995310263379006,0.005549090695293511,0.006061056978069246
fixed_gamma_015,27,1027,0.09358598529652795,0.06065057198633718,0.16770310944255798,,0.15,0.15,0,True,True,False,18,0.004658674235736626,0.04827640273969278,0.005827135322356803,0.009331075940281153
fixed_gamma_015,28,1028,0.1653878629939929,0.06040890206498463,0.2310320912485706,,0.15,0.15,0,False,False,True,16,-0.0071412836056914675,0.07415365800530259,0.005586643746937625,0.00641126895789057
fixed_gamma_015,29,1029,0.13237189892057083,0.060921989051700376,0.01742617045739179,,0.15,0.15,0,False,False,True,17,-0.005142386814197486,0.05995310263379006,0.005556068225654171,0.006359194056130946
fixed_gamma_015,30,1030,0.15686923205410355,-0.05717467170367378,0.03463019159982106,,0.15,0.15,0,False,False,True,16,-0.011609010806860914,0.0741536573811675,0.005544214625842869,0.006346947979182005
fixed_gamma_015,31,1031,0.052116552621040285,-0.05593355485387688,0.2541009954176248,,0.15,0.15,0,True,True,False,18,0.02057579831773257,0.047213003796081204,0.005729478900320828,0.008079790975898504
fixed_gamma_015,32,1032,0.19959088810175285,0.05525547205389756,0.11768139870719772,,0.15,0.15,0,False,False,True,15,-0.009763459010606074,0.08856069616328417,0.005477812816388905,0.005820505088195205
fixed_gamma_015,33,1033,0.15702061672493686,0.059991783347848104,0.3654972632662202,,0.15,0.15,0,False,False,True,16,-0.0028095312846700693,0.07415365821334771,0.00560997048887657,0.006152677000500262
fixed_gamma_015,34,1034,0.06801429577335594,0.0578221538713719,0.2160337661057896,,0.15,0.15,0,True,True,False,18,0.018244359966751222,0.04721064305203595,0.0057842051028274,0.008080256986431777
fixed_gamma_015,35,1035,0.08105413813536874,-0.06214419538780972,0.022009609921130525,,0.15,0.15,0,False,True,True,22,-0.005289543861640572,0.04321129122246945,0.006644398455550386,0.0172078600153327
fixed_gamma_015,36,1036,0.1827198703487873,-0.05930591006945532,0.22647558247014216,,0.15,0.15,0,False,False,True,15,-0.005465154502460795,0.08856069585704356,0.005471853578152756,0.005826346925459802
fixed_gamma_015,37,1037,0.18960877277072552,-0.05685842219017744,0.35917006575158505,,0.15,0.15,0,False,False,True,15,-0.010232011203165858,0.08856069585704356,0.005528957458833853,0.00619680096860975
fixed_gamma_015,38,1038,0.17820142867618533,0.056483572225042224,0.08696695769790344,,0.15,0.15,0,False,False,True,16,-0.016161478932943243,0.07415365800530259,0.0055943715560715646,0.006110737915150821
fixed_gamma_015,39,1039,0.11325938158484239,0.05810662851235332,0.10409871643163973,,0.15,0.15,0,False,False,True,20,-0.004522766145478807,0.05743094099072581,0.00631837010732852,0.013832936994731426
fixed_gamma_015,40,1040,0.11966868073887965,-0.0644859288591505,0.1854938575206244,,0.15,0.15,0,False,False,True,17,-0.004897909332313211,0.059953101472124466,0.005638692541705335,0.006522892974317074
fixed_gamma_015,41,1041,0.06525380345930688,-0.05992530559500945,0.13118554575133548,,0.15,0.15,0,True,True,False,18,0.013179223365100468,0.04739406469236808,0.0057847061737750964,0.008531664963811636
fixed_gamma_015,42,1042,0.14240035690575023,-0.05969543993254623,0.33476231350134533,,0.15,0.15,0,False,False,True,16,-0.0021014281536335666,0.07415367218783338,0.005585254773905035,0.006361054955050349
fixed_gamma_015,43,1043,0.049626678892805795,0.06344314244393193,0.3824232565312316,,0.15,0.15,0,True,True,False,18,0.03231257879911245,0.046939675246368766,0.005683238210622221,0.008148776018060744
fixed_gamma_015,44,1044,0.1001277116665035,-0.06357183263041936,0.35296666847244723,,0.15,0.15,0,False,False,True,20,-0.004397732232543999,0.05269953368068573,0.006296934257261455,0.01348047994542867
fixed_gamma_015,45,1045,0.13763169152921337,0.06167430890214799,0.28450313495179486,,0.15,0.15,0,False,False,True,17,-0.007716979443779276,0.05995310263379006,0.005612373536945704,0.006394866039045155
fixed_gamma_015,46,1046,0.10231491400844736,-0.0592182987451009,0.07668464252470063,,0.15,0.15,0,False,False,True,20,-0.006306969744154872,0.05425851634200964,0.006586215348215773,0.013827327056787908
fixed_gamma_015,47,1047,0.046116144317964874,0.064569308895666,0.27574732144099434,,0.15,0.15,0,True,True,False,18,0.03445059583583565,0.046313621599974264,0.005669694607301305,0.007235602010041475
fixed_gamma_015,48,1048,0.187255216818806,-0.05641847921277784,0.06808382164144389,,0.15,0.15,0,False,False,True,15,-0.009107305340769117,0.08856069585704356,0.005539525269220273,0.006087269983254373
fixed_gamma_015,49,1049,0.1722035285044964,0.06224512228167104,0.09348534298851391,,0.15,0.15,0,False,False,True,16,-0.009773183403231522,0.07415365800530259,0.005596088187303394,0.006338390056043863
llm_initial_gamma,0,1000,0.14618896487121016,0.058235453738403546,0.38463455365443566,,0.05,0.05,0,False,False,True,17,-0.014266464882248628,0.06015140354278469,0.006437360651462394,0.008969479938969016
llm_initial_gamma,1,1001,0.10941909691007462,-0.05847604506036417,0.07637682190378517,,0.05,0.05,0,False,False,True,17,-0.0004942846514257859,0.06027657091379449,0.006446268286227304,0.008600914967246354
